bootstrap_iterations,bootstrap_one_sided_p_positive,ci_95_high,ci_95_low,contrast,denominator_bin,endpoint,numerator_bin,observed_difference
2000,0.0004997501249375312,0.22856811237068103,0.17483459213576952,low_consensus_minus_high_consensus,high_consensus,agreement_surplus,low_consensus,0.2015225518284205
2000,0.0004997501249375312,0.2905028143868529,0.24029523757800278,diffuse_minus_high_consensus,high_consensus,agreement_surplus,diffuse,0.2662097905832356
2000,0.0004997501249375312,0.25274841018891364,0.20294687064162517,low_diffuse_minus_high_consensus,high_consensus,agreement_surplus,low_diffuse,0.22740158797613014
2000,0.0004997501249375312,0.06532868086109839,0.033773579764769995,low_consensus_minus_high_consensus,high_consensus,distribution_agreement_gap,low_consensus,0.04984495929023272
2000,0.0004997501249375312,0.060791328254836824,0.027504845020015267,diffuse_minus_high_consensus,high_consensus,distribution_agreement_gap,diffuse,0.043713326884235626
2000,0.0004997501249375312,0.062121251444510334,0.03258558914880927,low_diffuse_minus_high_consensus,high_consensus,distribution_agreement_gap,low_diffuse,0.047390337906515756
2000,0.0004997501249375312,0.783543256942796,0.618287445926516,low_consensus_minus_high_consensus,high_consensus,sampling_compression,low_consensus,0.7009295684986816
2000,0.0004997501249375312,1.032909202672364,0.8575395641748251,diffuse_minus_high_consensus,high_consensus,sampling_compression,diffuse,0.9436711861815374
2000,0.0004997501249375312,0.8818524107345723,0.7146185120281238,low_diffuse_minus_high_consensus,high_consensus,sampling_compression,low_diffuse,0.7980262155718238
